จังหวัด,เขต,ชื่อผู้สมัคร,หมายเลข,พรรค,วุฒิการศึกษา,เพศ,ช่วงอายุ,อาชีพ
กำแพงเพชร,4,นายปริญญา  ฤกษ์หร่าย,1,เพื่อไทย,ปริญญาโท,ชาย,31-40 ปี,นักการเมือง
กำแพงเพชร,4,นายสักรินทร์  งาเนียม,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
ขอนแก่น,1,นางจงจิต  ทองสอดแสง,39,เพื่อนเกษตรไทย,ต่ำกว่าปริญญาตรี,หญิง,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
ขอนแก่น,1,นางสาวจันทร์สุดา  ปราบอรินท์,2,ชาติพัฒนาเพื่อแผ่นดิน,ต่ำกว่าปริญญาตรี,หญิง,ต่ำกว่าหรือเท่ากับ 30 ปี,ไม่ระบุ
ขอนแก่น,1,นายจักริน  พัฒน์ดำรงจิตร,1,เพื่อไทย,ปริญญาตรี,ชาย,41-50 ปี,นักการเมือง
ขอนแก่น,1,นายจันทร์ดี  สมสาย,20,การเมืองใหม่,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,เกษตรกร
ขอนแก่น,1,นายไทกร  พลสุวรรณ,12,รักษ์สันติ,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ขอนแก่น,1,นายพงษ์เทพ  มุสิเกตุ,16,ภูมิใจไทย,ปริญญาตรี,ชาย,51-60 ปี,นักกฎหมาย
ขอนแก่น,1,นายมังกร  มีสวัสดิ์,9,พลังมวลชน,ปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอิสระ / รับจ้าง
ขอนแก่น,1,นายสยมภู  เกียรติสยมภู,14,กิจสังคม,ปริญญาเอก,ชาย,51-60 ปี,นักการเมือง
ขอนแก่น,1,นายสัมพันธ์  พงษ์ศิลา,21,ชาติไทยพัฒนา,ต่ำกว่าปริญญาตรี,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
ขอนแก่น,1,นายสืบพงษ์  อริยพิมพ์,18,เพื่อฟ้าดิน,ปริญญาโท,ชาย,61-70 ปี,อาชีพอิสระ / รับจ้าง
ขอนแก่น,1,นายสุนทร  ลีซีทวน,10,ประชาธิปัตย์,ปริญญาโท,ชาย,51-60 ปี,นักวิชาการ / ครู / อาจารย์
ขอนแก่น,1,นายอดิเทพ  พจนา,34,ความหวังใหม่,ปริญญาตรี,ชาย,61-70 ปี,นักการเมือง
ขอนแก่น,2,นางเรียวฟ้า  นาวาบุญนิยม,18,เพื่อฟ้าดิน,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ขอนแก่น,2,นางอรัญยา  คำปัจ,2,ชาติพัฒนาเพื่อแผ่นดิน,ต่ำกว่าปริญญาตรี,หญิง,31-40 ปี,เกษตรกร
ขอนแก่น,2,นายชัยชนะ  ทัศนิยม,12,รักษ์สันติ,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ขอนแก่น,2,นายภูมิ  สาระผล,1,เพื่อไทย,ปริญญาโท,ชาย,51-60 ปี,นักกฎหมาย
ขอนแก่น,2,นายวิไล  บุญใหญ่,21,ชาติไทยพัฒนา,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,เกษตรกร
ขอนแก่น,2,นายสุรศักดิ์  นาคปราการ,34,ความหวังใหม่,ปริญญาโท,ชาย,61-70 ปี,นักวิชาการ / ครู / อาจารย์
ขอนแก่น,2,นายสุริยนต์  วะสมบัติ,14,กิจสังคม,ปริญญาโท,ชาย,51-60 ปี,ข้าราชการประจำ
ขอนแก่น,2,นายอัษฎางค์  แสวงการ,16,ภูมิใจไทย,ปริญญาเอก,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ขอนแก่น,2,พันตำรวจโทประวัติ  วิเชฎฐพงษ์,10,ประชาธิปัตย์,ปริญญาโท,ชาย,51-60 ปี,ข้าราชการประจำ
ขอนแก่น,3,นางกรณิกา  สุขพวง,2,ชาติพัฒนาเพื่อแผ่นดิน,ต่ำกว่าปริญญาตรี,หญิง,ต่ำกว่าหรือเท่ากับ 30 ปี,เกษตรกร
ขอนแก่น,3,นางสาวบังอร  วงศ์ปัจฉิม,12,รักษ์สันติ,ปริญญาตรี,หญิง,51-60 ปี,นักกฎหมาย
ขอนแก่น,3,นางสาวสุธาสินี  ชุมแวงวาปี,34,ความหวังใหม่,ปริญญาตรี,หญิง,ต่ำกว่าหรือเท่ากับ 30 ปี,นักกฎหมาย
ขอนแก่น,3,นางเสงี่ยม  ศรีบุญโฮม,18,เพื่อฟ้าดิน,ต่ำกว่าปริญญาตรี,หญิง,61-70 ปี,เกษตรกร
ขอนแก่น,3,นางอรวรรณ  มาตย์นอก,21,ชาติไทยพัฒนา,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,อาชีพอิสระ / รับจ้าง
ขอนแก่น,3,นายจตุพร  เจริญเชื้อ,1,เพื่อไทย,ปริญญาโท,ชาย,41-50 ปี,นักการเมือง
ขอนแก่น,3,นายฉัตรนพวัฒน์  วีระศักดิ์,39,เพื่อนเกษตรไทย,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,เกษตรกร
ขอนแก่น,3,นายนิคม  ศรีเงิน,10,ประชาธิปัตย์,ปริญญาโท,ชาย,51-60 ปี,นักกฎหมาย
ขอนแก่น,3,นายปัญญา  ศรีปัญญา,16,ภูมิใจไทย,ปริญญาตรี,ชาย,51-60 ปี,นักกฎหมาย
ขอนแก่น,3,นายอรรถพล  ชัยนันท์สมิตย์,14,กิจสังคม,ปริญญาโท,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ขอนแก่น,3,นายอินทัช  สารพันธ์,7,ประชาธรรม,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
ขอนแก่น,3,ร้อยตรีพิชิต  นามวงษ์,36,พลังคนกีฬา,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ข้าราชการประจำ
ขอนแก่น,4,นางมุกดา  พงษ์สมบัติ,1,เพื่อไทย,ปริญญาโท,หญิง,51-60 ปี,นักการเมือง
ขอนแก่น,4,นางสาวกนกวรรณ  เบ้าจรรยา,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาโท,หญิง,41-50 ปี,นักกฎหมาย
ขอนแก่น,4,นางสาวแก่นเกื้อ  นาวาบุญนิยม,18,เพื่อฟ้าดิน,ปริญญาตรี,หญิง,51-60 ปี,อาชีพอิสระ / รับจ้าง
ขอนแก่น,4,นายจงกล  พิมพ์วาปี,34,ความหวังใหม่,ปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
ขอนแก่น,4,นายฉัตรชัย  ทองคำพันธุ์,16,ภูมิใจไทย,ปริญญาโท,ชาย,31-40 ปี,นักวิชาการ / ครู / อาจารย์
ขอนแก่น,4,นายณรงค์เลิศ  สุรพล,14,กิจสังคม,ปริญญาตรี,ชาย,51-60 ปี,นักกฎหมาย
ขอนแก่น,4,นายธนกร  อรัญมาลา,9,พลังมวลชน,ปริญญาตรี,ชาย,41-50 ปี,อาชีพอิสระ / รับจ้าง
ขอนแก่น,4,นายธนัญชัย  วงษ์ซ้าย,12,รักษ์สันติ,ปริญญาตรี,ชาย,51-60 ปี,นักกฎหมาย
ขอนแก่น,4,นายปัญญาภรณ์  พุทโธญาณะสัมปันโน,4,ประชากรไทย,ปริญญาตรี,ชาย,31-40 ปี,นักกฎหมาย
ขอนแก่น,4,นายสงคราม  เมืองมนตรี,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,61-70 ปี,นักกฎหมาย
ขอนแก่น,4,นายเสน่ห์  นาบำรุง,21,ชาติไทยพัฒนา,ต่ำกว่าปริญญาตรี,ชาย,31-40 ปี,เกษตรกร
ขอนแก่น,5,ดาบตำรวจพิชิต  ศรีวิไล,16,ภูมิใจไทย,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
ขอนแก่น,5,นางสาวสุพิน  เกตุมณี,2,ชาติพัฒนาเพื่อแผ่นดิน,ต่ำกว่าปริญญาตรี,หญิง,31-40 ปี,อาชีพอื่นๆ
ขอนแก่น,5,นายคุณข้าว  ศรีเชียงสา,18,เพื่อฟ้าดิน,ปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอื่นๆ
ขอนแก่น,5,นายเตือน  สายบัวทอง,21,ชาติไทยพัฒนา,ปริญญาตรี,ชาย,41-50 ปี,ข้าราชการประจำ
ขอนแก่น,5,นายประดิษฐ์พงษ์  แดงอ่อน,14,กิจสังคม,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,อาชีพอิสระ / รับจ้าง
ขอนแก่น,5,นายวิจิตร  นันบุญมา,34,ความหวังใหม่,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ไม่ระบุ
ขอนแก่น,5,นายวุฒิพงศ์  ศุภรมย์,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,31-40 ปี,เกษตรกร
ขอนแก่น,5,นายสุชาย  ศรีสุรพล,1,เพื่อไทย,ปริญญาตรี,ชาย,51-60 ปี,นักการเมือง
ขอนแก่น,5,นายสุรชาติ  กาญจนไพสิฏ,36,พลังคนกีฬา,ปริญญาตรี,ชาย,61-70 ปี,ข้าราชการประจำ
ขอนแก่น,6,นางสงวน  ด่านชัยภูมิ,21,ชาติไทยพัฒนา,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ขอนแก่น,6,นางสาวดวงใจ  ลาสุ,2,ชาติพัฒนาเพื่อแผ่นดิน,ต่ำกว่าปริญญาตรี,หญิง,31-40 ปี,ไม่ระบุ
ขอนแก่น,6,นางเอราวรรณ  อนุพันธ์,18,เพื่อฟ้าดิน,ต่ำกว่าปริญญาตรี,หญิง,61-70 ปี,นักวิชาการ / ครู / อาจารย์
ขอนแก่น,6,นายชยนนท  คำเบ้า,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
ขอนแก่น,6,นายสมบูรณ์  หนูอิ่ม,36,พลังคนกีฬา,ปริญญาตรี,ชาย,61-70 ปี,ข้าราชการบำนาญ
ขอนแก่น,6,นายสมพงษ์  ปู่เพ็ง,14,กิจสังคม,ปริญญาตรี,ชาย,51-60 ปี,นักการเมือง
ขอนแก่น,6,นายสมศักดิ์  เกียรติสุรนนท์,1,เพื่อไทย,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
ขอนแก่น,6,นายสมศักดิ์  คลังคำภา,20,การเมืองใหม่,ปริญญาตรี,ชาย,61-70 ปี,เกษตรกร
ขอนแก่น,6,นายสังคมวิทยา  ซาซุม,34,ความหวังใหม่,ปริญญาโท,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
ขอนแก่น,7,นางวารุณี  สมีใหญ่,16,ภูมิใจไทย,ปริญญาโท,หญิง,51-60 ปี,อาชีพอื่นๆ
ขอนแก่น,7,นายจงรักษ์  คุณเงิน,2,ชาติพัฒนาเพื่อแผ่นดิน,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,นักการเมือง
ขอนแก่น,7,นายณ ตะวัน  พรหมทา,21,ชาติไทยพัฒนา,ปริญญาตรี,ชาย,41-50 ปี,แพทย์
ขอนแก่น,7,นายทองพูล  ดีไพร,14,กิจสังคม,ต่ำกว่าปริญญาตรี,ชาย,71-80 ปี,ไม่ระบุ
ขอนแก่น,7,นายนวัธ  เตาะเจริญสุข,1,เพื่อไทย,ปริญญาตรี,ชาย,41-50 ปี,นักการเมือง
ขอนแก่น,7,นายโพธิ์ศรี  ราชสีห์,18,เพื่อฟ้าดิน,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,เกษตรกร
ขอนแก่น,7,นายไพลิต  เรืองสุข,34,ความหวังใหม่,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
ขอนแก่น,7,นายสัมฤทธิ์  เชื้อสาวถี,10,ประชาธิปัตย์,ปริญญาโท,ชาย,41-50 ปี,นักกฎหมาย
ขอนแก่น,7,นายสุกิจ  วัฒนสุข,12,รักษ์สันติ,ปริญญาตรี,ชาย,61-70 ปี,นักวิชาการ / ครู / อาจารย์
ขอนแก่น,7,นายไสว  ภูมิพระบุ,7,ประชาธรรม,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,อาชีพอื่นๆ
ขอนแก่น,8,นางกนกวรรณ  เกียรติสยมภู,14,กิจสังคม,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,ไม่ระบุ
ขอนแก่น,8,นางดวงแข  อรรณนพพร,1,เพื่อไทย,ปริญญาโท,หญิง,41-50 ปี,นักการเมือง
ขอนแก่น,8,นายคงฤทธิ์  อัศวพัฒนากูล,16,ภูมิใจไทย,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
ขอนแก่น,8,นายบรรพต  พงษ์โพธิ์ชัย,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,41-50 ปี,นักกฎหมาย
ขอนแก่น,8,นายบุญเรือง  ลาสุ,2,ชาติพัฒนาเพื่อแผ่นดิน,ต่ำกว่าปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,เกษตรกร
ขอนแก่น,8,นายประสาท  พรหมชัยนันท์,20,การเมืองใหม่,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,เกษตรกร
ขอนแก่น,8,นายวสันต์  ประเภโส,18,เพื่อฟ้าดิน,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,อาชีพอื่นๆ
ขอนแก่น,8,นายสะอาด  ยินดี,21,ชาติไทยพัฒนา,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,เกษตรกร
ขอนแก่น,8,นายสุรศักดิ์  แนวปราณีต,34,ความหวังใหม่,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ขอนแก่น,9,นางสมนึก  การุณยวนิช,18,เพื่อฟ้าดิน,ปริญญาตรี,หญิง,61-70 ปี,ข้าราชการบำนาญ
ขอนแก่น,9,นางสาวนภาวรรณ  บุญมา,2,ชาติพัฒนาเพื่อแผ่นดิน,ต่ำกว่าปริญญาตรี,หญิง,ต่ำกว่าหรือเท่ากับ 30 ปี,เกษตรกร
ขอนแก่น,9,นายทองสุข  นาปาน,21,ชาติไทยพัฒนา,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,เกษตรกร
ขอนแก่น,9,นายรณชัย  แซ่บุ้น,14,กิจสังคม,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,อาชีพอิสระ / รับจ้าง
ขอนแก่น,9,นายวรพัชร  พิงคารักษ์,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,61-70 ปี,นักกฎหมาย
ขอนแก่น,9,นายสุพจน์  ทองเนื้อขาว,34,ความหวังใหม่,ปริญญาโท,ชาย,41-50 ปี,นักกฎหมาย
ขอนแก่น,9,นายสุระ  สิทธิศิริสาร,16,ภูมิใจไทย,ปริญญาตรี,ชาย,51-60 ปี,ข้าราชการประจำ
ขอนแก่น,9,ร้อยโทปรีชาพล  พงษ์พานิช,1,เพื่อไทย,ปริญญาโท,ชาย,31-40 ปี,นักการเมือง
ขอนแก่น,10,นางสาวณัชพร  ขัดทัด,2,ชาติพัฒนาเพื่อแผ่นดิน,ต่ำกว่าปริญญาตรี,หญิง,ต่ำกว่าหรือเท่ากับ 30 ปี,ไม่ระบุ
ขอนแก่น,10,นายจารุพงศ์  ลีอินทร์,36,พลังคนกีฬา,ปริญญาตรี,ชาย,41-50 ปี,วิชาชีพอิสระ
ขอนแก่น,10,นายเตชสิทธิ์  พิมล,14,กิจสังคม,ปริญญาโท,ชาย,51-60 ปี,ข้าราชการบำนาญ
ขอนแก่น,10,นายเปรมศักดิ์  เพียยุระ,16,ภูมิใจไทย,ปริญญาโท,ชาย,41-50 ปี,แพทย์
ขอนแก่น,10,นายเรืองเดช  สุพรรณฝ่าย,1,เพื่อไทย,ปริญญาโท,ชาย,61-70 ปี,นักวิชาการ / ครู / อาจารย์
ขอนแก่น,10,นายวสันต์  ชูชัย,34,ความหวังใหม่,ปริญญาโท,ชาย,51-60 ปี,นักกฎหมาย
ขอนแก่น,10,นายอาทิตย์  คำจุลลา,12,รักษ์สันติ,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,อาชีพอื่นๆ
ขอนแก่น,10,นายอุดมการณ์  วรกิจ,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,31-40 ปี,นักกฎหมาย
ขอนแก่น,10,เรือเอกสมรักษ์  คำสิงห์,21,ชาติไทยพัฒนา,ต่ำกว่าปริญญาตรี,ชาย,31-40 ปี,ข้าราชการประจำ
จันทบุรี,1,นายขวัญเมือง  บำรุงพนิชถาวร,26,มาตุภูมิ,ปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
จันทบุรี,1,นายเฉลิมพล  ผลประพฤติ,18,เพื่อฟ้าดิน,ปริญญาตรี,ชาย,51-60 ปี,ข้าราชการประจำ
จันทบุรี,1,นายธวัชชัย  อนามพงษ์,10,ประชาธิปัตย์,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,นักการเมือง
จันทบุรี,1,นายธีระพันธ์  เจริญสิทธิ์,33,ประชาสันติ,ปริญญาตรี,ชาย,41-50 ปี,อาชีพอิสระ / รับจ้าง
จันทบุรี,1,นายพงษ์ชัย  เจริญยศ,21,ชาติไทยพัฒนา,ปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
จันทบุรี,1,นายวิชัย  อาภรณ์,13,ไทยเป็นสุข,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
จันทบุรี,1,นายวีระ  นามพระจันทร์,6,พลังชล,ปริญญาตรี,ชาย,51-60 ปี,ข้าราชการบำนาญ
จันทบุรี,1,พลอากาศเอกชูชาติ  ชวนชม,1,เพื่อไทย,ปริญญาตรี,ชาย,61-70 ปี,ข้าราชการบำนาญ
จันทบุรี,2,นางนภสร  พานทอง,36,พลังคนกีฬา,ปริญญาตรี,หญิง,51-60 ปี,อาชีพอิสระ / รับจ้าง
จันทบุรี,2,นายยุคล  ชนะวัฒน์ปัญญา,10,ประชาธิปัตย์,ปริญญาโท,ชาย,41-50 ปี,เกษตรกร
จันทบุรี,2,นายลือชา  สุนทราพงษ์,18,เพื่อฟ้าดิน,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,เกษตรกร
จันทบุรี,2,นายวณัฐพงษ์  ชนะสิทธิ์,1,เพื่อไทย,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
จันทบุรี,2,นายสุรศักดิ์  ศิริชาตรี,19,เครือข่ายชาวนาแห่งประเทศไทย,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,เกษตรกร
จันทบุรี,2,นายอ๊อด  ไกรนิวรณ์,13,ไทยเป็นสุข,ต่ำกว่าปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
จันทบุรี,3,นายพงศ์เวช  เวชชาชีวะ,10,ประชาธิปัตย์,ปริญญาโท,ชาย,41-50 ปี,นักการเมือง
จันทบุรี,3,นายพราหมณ์  มุกดาสนิท,1,เพื่อไทย,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
จันทบุรี,3,นายสมชาย  สนิทเชื้อ,13,ไทยเป็นสุข,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,เกษตรกร
จันทบุรี,3,นายอิสิวุฒิ  ตั้งเกียรติ,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาเอก,ชาย,41-50 ปี,นักการเมือง
ฉะเชิงเทรา,1,นางฐิติมา  ฉายแสง,1,เพื่อไทย,ปริญญาโท,หญิง,51-60 ปี,นักการเมือง
ฉะเชิงเทรา,1,นายบุญเลิศ  ไพรินทร์,10,ประชาธิปัตย์,ปริญญาเอก,ชาย,61-70 ปี,ข้าราชการบำนาญ
ฉะเชิงเทรา,1,นายสัมพันธ์  ไตรติลานันท์,21,ชาติไทยพัฒนา,ปริญญาโท,ชาย,71-80 ปี,ธุรกิจส่วนตัว / ค้าขาย
ฉะเชิงเทรา,2,นางสาวลัดดาวัลย์  สุขเจริญ,23,ชาติสามัคคี,ปริญญาตรี,หญิง,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ฉะเชิงเทรา,2,นายเฉลิมชัย  ตันเจริญ,14,กิจสังคม,ปริญญาตรี,ชาย,41-50 ปี,เกษตรกร
ฉะเชิงเทรา,2,นายชาลี  เจริญสุข,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ฉะเชิงเทรา,2,นายณัชพล  ตันเจริญ,16,ภูมิใจไทย,ปริญญาโท,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอื่นๆ
ฉะเชิงเทรา,2,นายธวัชชัย  เทพสุภา,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาตรี,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
ฉะเชิงเทรา,2,นายสมชัย  อัศวชัยโสภณ,1,เพื่อไทย,ปริญญาโท,ชาย,61-70 ปี,อาชีพอื่นๆ
ฉะเชิงเทรา,3,นางปราณี  สมประเสริฐ,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาตรี,หญิง,ต่ำกว่าหรือเท่ากับ 30 ปี,ไม่ระบุ
ฉะเชิงเทรา,3,นายธงไท  ขันธนเดช,18,เพื่อฟ้าดิน,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,อาชีพอิสระ / รับจ้าง
ฉะเชิงเทรา,3,นายพิเชษฐ์  ตันเจริญ,16,ภูมิใจไทย,ปริญญาตรี,ชาย,51-60 ปี,ที่ปรึกษา
ฉะเชิงเทรา,3,นายรส  มะลิผล,1,เพื่อไทย,ปริญญาโท,ชาย,51-60 ปี,ไม่ระบุ
ฉะเชิงเทรา,3,นายสายัณห์  เกตุประยูร,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ฉะเชิงเทรา,4,นายจักรวาล  ท้วมเจริญ,16,ภูมิใจไทย,ปริญญาโท,ชาย,41-50 ปี,ที่ปรึกษา
ฉะเชิงเทรา,4,นายวีรพันธ์  หัตถโชติ,14,กิจสังคม,ปริญญาตรี,ชาย,41-50 ปี,ไม่ระบุ
ฉะเชิงเทรา,4,นายวุฒิพงศ์  ฉายแสง,1,เพื่อไทย,ปริญญาตรี,ชาย,51-60 ปี,นักการเมือง
ฉะเชิงเทรา,4,พลตำรวจโทพิทักษ์  จารุสมบัติ,10,ประชาธิปัตย์,ปริญญาโท,ชาย,61-70 ปี,ข้าราชการบำนาญ
ชลบุรี,1,นางลภัสรดา  เกตุมนตรี,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาตรี,หญิง,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ชลบุรี,1,นายกวี  กมลวัชย์,21,ชาติไทยพัฒนา,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ชลบุรี,1,นายกิจ  ไกรทิพย์บดี,20,การเมืองใหม่,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ชลบุรี,1,นายจักรพล  วชิรเสวีกุล,36,พลังคนกีฬา,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
ชลบุรี,1,นายปัณณพัฒน์  นิธิสิริจรรยา,26,มาตุภูมิ,ปริญญาโท,ชาย,51-60 ปี,อาชีพอิสระ / รับจ้าง
ชลบุรี,1,นายวิชาญ  จิระเวชบวรกิจ,18,เพื่อฟ้าดิน,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
ชลบุรี,1,นายศุภโชติ  ทวิวัฒน์,12,รักษ์สันติ,ปริญญาตรี,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
ชลบุรี,1,นายสง่า  ธนสงวนวงศ์,1,เพื่อไทย,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
ชลบุรี,1,นายสุชาติ  ชมกลิ่น,6,พลังชล,ต่ำกว่าปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
ชลบุรี,1,พลตำรวจตรีวีระ  อนันตกูล,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,71-80 ปี,ข้าราชการประจำ
ชลบุรี,2,จ่าสิบเอกกูณฑ์  จีนประชา,36,พลังคนกีฬา,ปริญญาโท,ชาย,61-70 ปี,ข้าราชการบำนาญ
ชลบุรี,2,นางสาวฐิติรัตน์  ฉลุมาศจารุอุดม,15,ไทยเป็นไท,ปริญญาตรี,หญิง,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
ชลบุรี,2,นางสาวนฤมล  แซ่เตีย,18,เพื่อฟ้าดิน,ต่ำกว่าปริญญาตรี,หญิง,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
ชลบุรี,2,นายฐาปนา  สุทธิธาทิพย์,20,การเมืองใหม่,ปริญญาโท,ชาย,31-40 ปี,อาชีพอื่นๆ
ชลบุรี,2,นายถนอม  พิมพ์ใจชน,26,มาตุภูมิ,ปริญญาตรี,ชาย,61-70 ปี,พนักงานของรัฐ
ชลบุรี,2,นายธนรัช  ประมงคล,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,ธุรกิจส่วนตัว / ค้าขาย
ชลบุรี,2,นายบรรจบ  รุ่งโรจน์,10,ประชาธิปัตย์,ปริญญาโท,ชาย,51-60 ปี,ข้าราชการประจำ
ชลบุรี,2,นายเปล่งศักดิ์  ชาระ,12,รักษ์สันติ,ปริญญาโท,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
ชลบุรี,2,นายมานิตย์  ภาวสุทธิ์,1,เพื่อไทย,ปริญญาโท,ชาย,41-50 ปี,นักการเมือง
ชลบุรี,2,นายอุกฤษณ์  ตั๊นสวัสดิ์,6,พลังชล,ปริญญาตรี,ชาย,51-60 ปี,นักการเมือง
ชลบุรี,3,นางกมลวรรณ  ทรงกลด,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาตรี,หญิง,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
ชลบุรี,3,นางสาวอรกัญญา  กมลวรภัทร์,15,ไทยเป็นไท,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ชลบุรี,3,นายคณิศร  กิตติกรปรีดา,12,รักษ์สันติ,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,อาชีพอิสระ / รับจ้าง
ชลบุรี,3,นายเฉลิมเกียรติ  ศรีชื่น,36,พลังคนกีฬา,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,อาชีพอิสระ / รับจ้าง
ชลบุรี,3,นายประมวล  เอมเปีย,10,ประชาธิปัตย์,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
