หมายเลข,พรรค,ลำดับในบัญชี,ชื่อผู้สมัคร,การศึกษาสูงสุด,เพศ,ช่วงอายุ,อาชีพ
8,ดำรงไทย,6,นายชาย  คูโคกสูง,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
8,ดำรงไทย,7,นายวรเชษฐ  เชิดชู,ต่ำกว่าปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,ธุรกิจส่วนตัว / ค้าขาย
8,ดำรงไทย,8,นายอาแว  ตีเยาะ,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
8,ดำรงไทย,9,นางศุภลักษณ์  เชิดชู,ต่ำกว่าปริญญาตรี,หญิง,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
8,ดำรงไทย,10,นายณรงค์  ถือสัตย์,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
8,ดำรงไทย,11,นายธรรมะ  โซซอง,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
8,ดำรงไทย,12,นายสุจินดา  จำปานิล,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,อาชีพอิสระ / รับจ้าง
8,ดำรงไทย,13,นางฟารีดะห์  เจ๊ะมะ,ต่ำกว่าปริญญาตรี,หญิง,31-40 ปี,อาชีพอิสระ / รับจ้าง
9,พลังมวลชน,1,นายวิษณุ  อินทรพยุง,ปริญญาโท,ชาย,51-60 ปี,พนักงานส่วนท้องถิ่น
9,พลังมวลชน,2,นายกรภพ  ครองจักรภพ,ปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
9,พลังมวลชน,3,นางสาวจิตรลดา  หลวงเกื้อกูล,ปริญญาโท,หญิง,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
9,พลังมวลชน,4,นายขจรศักดิ์  อภิมหาสมบัติ,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ไม่ระบุ
9,พลังมวลชน,5,นางสุนาถ  ช่วยสถิตย์,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
9,พลังมวลชน,6,นายสุวิทย์  เข็มรส,ปริญญาตรี,ชาย,31-40 ปี,นักกฎหมาย
9,พลังมวลชน,7,พันเอกประมวล  เดชประมวลพล,ต่ำกว่าปริญญาตรี,ชาย,71-80 ปี,เกษตรกร
9,พลังมวลชน,8,ร้อยตรีเทอดศักดิ์  มีสวัสดิ์,ปริญญาตรี,ชาย,51-60 ปี,ข้าราชการประจำ
10,ประชาธิปัตย์,1,นายอภิสิทธิ์  เวชชาชีวะ,ปริญญาโท,ชาย,41-50 ปี,นักการเมือง
10,ประชาธิปัตย์,2,นายชวน  หลีกภัย,ปริญญาตรี,ชาย,71-80 ปี,นักการเมือง
10,ประชาธิปัตย์,3,นายบัญญัติ  บรรทัดฐาน,ปริญญาตรี,ชาย,61-70 ปี,นักการเมือง
10,ประชาธิปัตย์,4,นายเทอดพงษ์  ไชยนันนทน์,ปริญญาโท,ชาย,61-70 ปี,นักการเมือง
10,ประชาธิปัตย์,5,นายจุรินทร์  ลักษณวิศิษฏ์,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
10,ประชาธิปัตย์,6,นายกรณ์  จาติกวณิช,ปริญญาตรี,ชาย,41-50 ปี,นักการเมือง
10,ประชาธิปัตย์,7,คุณหญิงกัลยา  โสภณพนิช,ปริญญาเอก,หญิง,71-80 ปี,นักการเมือง
10,ประชาธิปัตย์,8,นายอภิรักษ์  โกษะโยธิน,ปริญญาโท,ชาย,41-50 ปี,นักการเมือง
10,ประชาธิปัตย์,9,นายไตรรงค์  สุวรรณคีรี,ปริญญาเอก,ชาย,61-70 ปี,นักการเมือง
10,ประชาธิปัตย์,10,นายชำนิ  ศักดิเศรษฐ์,ปริญญาโท,ชาย,61-70 ปี,นักการเมือง
10,ประชาธิปัตย์,11,นายไพฑูรย์  แก้วทอง,ปริญญาตรี,ชาย,71-80 ปี,นักการเมือง
10,ประชาธิปัตย์,12,นายอิสสระ  สมชัย,ปริญญาโท,ชาย,61-70 ปี,นักการเมือง
10,ประชาธิปัตย์,13,นายเจริญ  คันธวงศ์,ปริญญาเอก,ชาย,71-80 ปี,นักการเมือง
10,ประชาธิปัตย์,14,นายอลงกรณ์  พลบุตร,ปริญญาโท,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
10,ประชาธิปัตย์,15,นายอาคม  เอ่งฉ้วน,ปริญญาโท,ชาย,51-60 ปี,นักวิชาการ / ครู / อาจารย์
10,ประชาธิปัตย์,16,นายนิพนธ์  วิสิษฐยุทธศาสตร์,ปริญญาโท,ชาย,71-80 ปี,นักการเมือง
10,ประชาธิปัตย์,17,นายสุทัศน์  เงินหมื่น,ปริญญาโท,ชาย,61-70 ปี,นักกฎหมาย
10,ประชาธิปัตย์,18,นายองอาจ  คล้ามไพบูลย์,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
10,ประชาธิปัตย์,19,นายพีระพันธุ์  สาลีรัฐวิภาค,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
10,ประชาธิปัตย์,20,นายวิฑูรย์  นามบุตร,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
10,ประชาธิปัตย์,21,นายถวิล  ไพรสณฑ์,ปริญญาโท,ชาย,71-80 ปี,ข้าราชการบำนาญ
10,ประชาธิปัตย์,22,นางศิริวรรณ  ปราศจากศัตรู,ปริญญาโท,หญิง,51-60 ปี,นักการเมือง
10,ประชาธิปัตย์,23,พันเอกวินัย  สมพงษ์,ปริญญาโท,ชาย,61-70 ปี,นักการเมือง
10,ประชาธิปัตย์,24,นายสุวโรช  พะลัง,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
10,ประชาธิปัตย์,25,นางผุสดี  ตามไท,ปริญญาเอก,หญิง,51-60 ปี,นักการเมือง
10,ประชาธิปัตย์,26,นายปัญญวัฒน์  บุญมี,ปริญญาตรี,ชาย,71-80 ปี,นักการเมือง
10,ประชาธิปัตย์,27,นายสามารถ  ราชพลสิทธิ์,ปริญญาเอก,ชาย,51-60 ปี,นักการเมือง
10,ประชาธิปัตย์,28,นายบุรณัชย์  สมุทรักษ์,ปริญญาโท,ชาย,41-50 ปี,แพทย์
10,ประชาธิปัตย์,29,นายภุชงค์  รุ่งโรจน์,ปริญญาโท,ชาย,61-70 ปี,ข้าราชการบำนาญ
10,ประชาธิปัตย์,30,นายนิพนธ์  บุญญามณี,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
10,ประชาธิปัตย์,31,นางอานิก  อัมระนันทน์,ปริญญาโท,หญิง,51-60 ปี,อาชีพอื่นๆ
10,ประชาธิปัตย์,32,นายโกวิทย์  ธารณา,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,นักการเมือง
10,ประชาธิปัตย์,33,นายอัศวิน  วิภูศิริ,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
10,ประชาธิปัตย์,34,นายธรรมวิชญ์  โพธิพิพิธ,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
10,ประชาธิปัตย์,35,นายเกียรติ  สิทธีอมร,ปริญญาโท,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
10,ประชาธิปัตย์,36,นายบุญยอด  สุขถิ่นไทย,ปริญญาโท,ชาย,41-50 ปี,วิชาชีพอิสระ
10,ประชาธิปัตย์,37,นายกนก  วงษ์ตระหง่าน,ปริญญาเอก,ชาย,51-60 ปี,นักการเมือง
10,ประชาธิปัตย์,38,พลเอกพิชาญเมธ  ม่วงมณี,ปริญญาตรี,ชาย,61-70 ปี,ข้าราชการบำนาญ
10,ประชาธิปัตย์,39,นายสุกิจ  ก้องธรนินทร์,ปริญญาโท,ชาย,61-70 ปี,นักการเมือง
10,ประชาธิปัตย์,40,นายประกอบ  จิรกิติ,ปริญญาเอก,ชาย,51-60 ปี,วิชาชีพอิสระ
10,ประชาธิปัตย์,41,นายพีรยศ  ราฮิมมูลา,ปริญญาเอก,ชาย,51-60 ปี,นักวิชาการ / ครู / อาจารย์
10,ประชาธิปัตย์,42,นายกษิต  ภิรมย์,ปริญญาโท,ชาย,61-70 ปี,นักการเมือง
10,ประชาธิปัตย์,43,นายวีระชัย  วีระเมธีกุล,ปริญญาเอก,ชาย,41-50 ปี,นักการเมือง
10,ประชาธิปัตย์,44,นางรัชฎาภรณ์  แก้วสนิท,ปริญญาโท,หญิง,51-60 ปี,ข้าราชการประจำ
10,ประชาธิปัตย์,45,นายวัชระ  เพชรทอง,ปริญญาตรี,ชาย,41-50 ปี,วิชาชีพอิสระ
10,ประชาธิปัตย์,46,นายจุฤทธิ์  ลักษณวิศษฎ์,ปริญญาตรี,ชาย,31-40 ปี,นักการเมือง
10,ประชาธิปัตย์,47,นายอิสรา  สุนทรวัฒน์,ปริญญาโท,ชาย,41-50 ปี,นักการเมือง
10,ประชาธิปัตย์,48,นายสัมพันธ์  ทองสมัคร,ปริญญาโท,ชาย,61-70 ปี,วิชาชีพอิสระ
10,ประชาธิปัตย์,49,นายชวนนท์  อินทรโกมาลย์สุต,ปริญญาโท,ชาย,31-40 ปี,นักการเมือง
10,ประชาธิปัตย์,50,นายชัยวัฒน์  ไตรยสุนันท์,ปริญญาโท,ชาย,71-80 ปี,นักกฎหมาย
10,ประชาธิปัตย์,51,นางมณทิพย์  ศรีรัตนา,ปริญญาเอก,หญิง,51-60 ปี,ข้าราชการประจำ
10,ประชาธิปัตย์,52,นางสาวเฉลิมลักษณ์  เก็บทรัพย์,ปริญญาโท,หญิง,41-50 ปี,นักการเมือง
10,ประชาธิปัตย์,53,นายดนัย  นพสุวรรณวงศ์,ต่ำกว่าปริญญาตรี,ชาย,71-80 ปี,นักการเมือง
10,ประชาธิปัตย์,54,นายธิติ  มหบุญพาชัย,ปริญญาเอก,ชาย,31-40 ปี,นักวิชาการ / ครู / อาจารย์
10,ประชาธิปัตย์,55,นายเฉลียว  อยู่สีมารักษ์,ปริญญาโท,ชาย,51-60 ปี,ข้าราชการประจำ
10,ประชาธิปัตย์,56,นายสุรสิทธิ์  ตรีทอง,ปริญญาตรี,ชาย,51-60 ปี,นักการเมือง
10,ประชาธิปัตย์,57,นายยุพ  นานา,ปริญญาโท,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
10,ประชาธิปัตย์,58,นายสะพรั่ง  สุขเวชชวรกิจ,ปริญญาโท,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
10,ประชาธิปัตย์,59,นายสัญชัย  อินทรสูต,ปริญญาตรี,ชาย,51-60 ปี,นักกฎหมาย
10,ประชาธิปัตย์,60,นายบรรพต  ต้นธีรวงศ์,ปริญญาโท,ชาย,61-70 ปี,ข้าราชการบำนาญ
10,ประชาธิปัตย์,61,นายบุณย์ธีร์  พานิชประไพ,ปริญญาโท,ชาย,41-50 ปี,นักการเมือง
10,ประชาธิปัตย์,62,นายสืบแสง  พรหมบุญ,ปริญญาเอก,ชาย,61-70 ปี,นักวิชาการ / ครู / อาจารย์
10,ประชาธิปัตย์,63,ว่าที่ ร้อยตรีโมฮามัดยาสรี  ยูซง,ปริญญาโท,ชาย,41-50 ปี,นักการเมือง
10,ประชาธิปัตย์,64,นายอภิชัย  เตชะอุบล,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
10,ประชาธิปัตย์,65,นายวีระชัย  ถาวรทนต์,ปริญญาเอก,ชาย,31-40 ปี,นักการเมือง
10,ประชาธิปัตย์,66,นายอภินันท์  ช่วยบำรุง,ปริญญาโท,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
10,ประชาธิปัตย์,67,นายประกอบ  สังข์โต,ปริญญาตรี,ชาย,61-70 ปี,นักการเมือง
10,ประชาธิปัตย์,68,นายเกรียงยศ  สุดลาภา,ปริญญาโท,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
10,ประชาธิปัตย์,69,นายสุริยะ  ศึกษากิจ,ปริญญาโท,ชาย,41-50 ปี,ที่ปรึกษา
10,ประชาธิปัตย์,70,นายนาวี  ศานติกะนาวิน,ปริญญาตรี,ชาย,61-70 ปี,ข้าราชการบำนาญ
10,ประชาธิปัตย์,71,นายชีวเวช  เวชชาชีวะ,ปริญญาโท,ชาย,41-50 ปี,นักการเมือง
10,ประชาธิปัตย์,72,นายธัชพงศ์  ธรรมพุฒิพงศ์,ปริญญาโท,ชาย,41-50 ปี,อาชีพอิสระ / รับจ้าง
10,ประชาธิปัตย์,73,นายธราดล  เปี่ยมพงศ์สานต์,ปริญญาเอก,ชาย,31-40 ปี,นักการเมือง
10,ประชาธิปัตย์,74,นายพรพล  เอกอรรถพร,ปริญญาโท,ชาย,51-60 ปี,อาชีพอิสระ / รับจ้าง
10,ประชาธิปัตย์,75,นางฮูวัยดีย๊ะ  พิศสุวรรณ อุเซ็ง,ปริญญาโท,หญิง,41-50 ปี,นักการเมือง
10,ประชาธิปัตย์,76,นายสุรัตน์  เมฆะวรากุล,ปริญญาโท,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
10,ประชาธิปัตย์,77,นายคำรณ  ณ ลำพูน,ปริญญาโท,ชาย,71-80 ปี,นักกฎหมาย
10,ประชาธิปัตย์,78,นายวัชรินทร์  เกตะวันดี,ปริญญาโท,ชาย,71-80 ปี,ธุรกิจส่วนตัว / ค้าขาย
10,ประชาธิปัตย์,79,นายจีรพงศ์  พวงทอง,ปริญญาตรี,ชาย,51-60 ปี,อาชีพอื่นๆ
10,ประชาธิปัตย์,80,นายราเมศ  รัตนะเชวง,ปริญญาตรี,ชาย,31-40 ปี,นักกฎหมาย
10,ประชาธิปัตย์,81,นางรักษ์หฤทัย  ยกสุขฤทัยไข่ขาว,ปริญญาโท,หญิง,41-50 ปี,วิชาชีพอิสระ
10,ประชาธิปัตย์,82,นายวรเทพ  สุวัฒนพิมพ์,ปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
10,ประชาธิปัตย์,83,นายเฟื่องวิชชุ์  อนิรุทธเทวา,ปริญญาโท,ชาย,41-50 ปี,ข้าราชการประจำ
10,ประชาธิปัตย์,84,นายภูเบศ  จันทนิมิ,ปริญญาโท,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
10,ประชาธิปัตย์,85,นายแสนคม  อนามพงษ์,ปริญญาตรี,ชาย,41-50 ปี,ที่ปรึกษา
10,ประชาธิปัตย์,86,นายสุธรรม  นทีทอง,ปริญญาโท,ชาย,51-60 ปี,นักกฎหมาย
10,ประชาธิปัตย์,87,นายสรวิศ  ขุนจ้นทร์,ปริญญาโท,ชาย,31-40 ปี,นักการเมือง
10,ประชาธิปัตย์,88,นายภูมิสรรค์  เสนีวงศ์ ณ อยุธยา,ปริญญาโท,ชาย,31-40 ปี,ที่ปรึกษา
10,ประชาธิปัตย์,89,นายพิเชษฐ  ฤกษ์ปรีชา,ปริญญาโท,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
10,ประชาธิปัตย์,90,นายสุธี  กรกมลพฤกษ์,ปริญญาโท,ชาย,61-70 ปี,อาชีพอิสระ / รับจ้าง
10,ประชาธิปัตย์,91,นายสกลภัทร  เหมือนจันทร์เชย,ปริญญาโท,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
10,ประชาธิปัตย์,92,นายสุธรรม  ลิ้มสุวรรณเกษม,ปริญญาตรี,ชาย,41-50 ปี,นักการเมือง
10,ประชาธิปัตย์,93,นายเชษฐ  โกมลฐิติ,ปริญญาตรี,ชาย,71-80 ปี,ข้าราชการบำนาญ
10,ประชาธิปัตย์,94,นายประจักษ์ชัย  ณ สงขลา,ปริญญาโท,ชาย,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
10,ประชาธิปัตย์,95,นายสกล  เขมะพรรค,ปริญญาโท,ชาย,41-50 ปี,นักการเมือง
10,ประชาธิปัตย์,96,นายสำเร็จ  ภูนิคม,ปริญญาโท,ชาย,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
10,ประชาธิปัตย์,97,นางสาวจันทรพร  ขันโมลี,ปริญญาโท,หญิง,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
10,ประชาธิปัตย์,98,นายสมเกียรติ  ฉันทวานิช,ปริญญาตรี,ชาย,71-80 ปี,นักการเมือง
10,ประชาธิปัตย์,99,นางเตือนใจ  นุอุปละ,ปริญญาตรี,หญิง,61-70 ปี,ข้าราชการบำนาญ
10,ประชาธิปัตย์,100,นายจารุพงศ์  สมอารยพงศ์,ปริญญาตรี,ชาย,51-60 ปี,นักกฎหมาย
10,ประชาธิปัตย์,101,นายภราดร  กลางบุรัมย์,ปริญญาโท,ชาย,61-70 ปี,ข้าราชการบำนาญ
10,ประชาธิปัตย์,102,นายสุทัศน์  พรหมรัตน์,ปริญญาตรี,ชาย,61-70 ปี,ข้าราชการบำนาญ
10,ประชาธิปัตย์,103,นายประสงค์  สุภาสัย,ปริญญาตรี,ชาย,61-70 ปี,ข้าราชการบำนาญ
10,ประชาธิปัตย์,104,นายภณวัขร์นันท์  ไกรมาตย์,ปริญญาโท,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
10,ประชาธิปัตย์,105,นายพลวัฒน์  เล็กสมบูรณ์ไชย,ปริญญาโท,ชาย,51-60 ปี,ข้าราชการประจำ
10,ประชาธิปัตย์,106,นายปราโมทย์คริษฐ  ธรรมคุณากร,ปริญญาโท,ชาย,51-60 ปี,นักกฎหมาย
10,ประชาธิปัตย์,107,นายมงคลัตถ์  พุกะนัดด์,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
10,ประชาธิปัตย์,108,นายธวัช  มนูธรรมธร,ปริญญาโท,ชาย,61-70 ปี,นักกฎหมาย
10,ประชาธิปัตย์,109,นายกษิเดช  กุลจิตติพร,ปริญญาโท,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
10,ประชาธิปัตย์,110,นายขภัช  นิมมานเหมินท์,ปริญญาโท,ชาย,31-40 ปี,นักการเมือง
10,ประชาธิปัตย์,111,นายวัชระ  สนธิชัย,ปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
10,ประชาธิปัตย์,112,นายรัฐไกร  เอกเพชร,ปริญญาโท,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
10,ประชาธิปัตย์,113,นายเอกมล  อนันตกูล,ปริญญาโท,ชาย,31-40 ปี,วิชาชีพอิสระ
10,ประชาธิปัตย์,114,นายวิศิษฎ์  ประทุมสุวรรณ,ปริญญาโท,ชาย,61-70 ปี,ข้าราชการบำนาญ
10,ประชาธิปัตย์,115,พลเอกณรงค์  มหาคุณ,ปริญญาตรี,ชาย,61-70 ปี,ข้าราชการบำนาญ
10,ประชาธิปัตย์,116,นายชุบ  ชัยฤทธิไชย,ปริญญาตรี,ชาย,71-80 ปี,นักกฎหมาย
10,ประชาธิปัตย์,117,นายมาร์โค  เจริญใจ,ปริญญาโท,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
10,ประชาธิปัตย์,118,นายครูนิตย์  ปิงเมือง,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
10,ประชาธิปัตย์,119,พันตำรวจโทวิชิต  ศรีไชยวาน,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,ข้าราชการบำนาญ
10,ประชาธิปัตย์,120,นายจักรพันธ์  พรนิมิตร,ปริญญาเอก,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
10,ประชาธิปัตย์,121,นางสาวปานระพี  แก้วภราดัย,ปริญญาตรี,หญิง,ต่ำกว่าหรือเท่ากับ 30 ปี,นักกฎหมาย
10,ประชาธิปัตย์,122,นางจันทร์เพ็ญ  ปริปุณณะชัย,ปริญญาตรี,หญิง,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
10,ประชาธิปัตย์,123,นายฐิติพงศ์  ภูมิโยธา,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
10,ประชาธิปัตย์,124,นางนิภา  พริ้มศุลกะ,ปริญญาตรี,หญิง,71-80 ปี,ข้าราชการบำนาญ
10,ประชาธิปัตย์,125,นายลาภศักดิ์  ลาภาโรจน์กิจ,ปริญญาตรี,ชาย,61-70 ปี,นักการเมือง
11,ไทยพอเพียง,1,นายจำรัส  อินทุมาร,ปริญญาตรี,ชาย,51-60 ปี,นักกฎหมาย
11,ไทยพอเพียง,2,นางสาวณัทธญากร  อ่อนสร้อย,ต่ำกว่าปริญญาตรี,หญิง,51-60 ปี,อาชีพอิสระ / รับจ้าง
11,ไทยพอเพียง,3,นายธเนศพัฒน์  ตั้งสำเริงวงศ์,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
12,รักษ์สันติ,1,ร้อยตำรวจเอกปุระชัย  เปี่ยมสมบูรณ์,ปริญญาเอก,ชาย,61-70 ปี,ข้าราชการบำนาญ
12,รักษ์สันติ,2,นายนพดล  อินนา,ปริญญาเอก,ชาย,51-60 ปี,นักวิชาการ / ครู / อาจารย์
12,รักษ์สันติ,3,นายพันธ์เลิศ  ใบหยก,ปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
12,รักษ์สันติ,4,นายกมล  รัตนประสิทธิ์,ปริญญาตรี,ชาย,71-80 ปี,ธุรกิจส่วนตัว / ค้าขาย
12,รักษ์สันติ,5,นายพีระพงศ์  สาคริก,ปริญญาโท,ชาย,61-70 ปี,นักวิชาการ / ครู / อาจารย์
12,รักษ์สันติ,6,นางสาวชรินรัตน์  พุทธปวน,ปริญญาเอก,หญิง,51-60 ปี,อาชีพอื่นๆ
12,รักษ์สันติ,7,นางจันทิวา  สุรเชษฐพงษ์,ปริญญาโท,หญิง,61-70 ปี,ข้าราชการบำนาญ
12,รักษ์สันติ,8,พลตำรวจโทณรงค์  ศิริสุนทร,ปริญญาตรี,ชาย,61-70 ปี,ข้าราชการบำนาญ
12,รักษ์สันติ,9,พลตำรวจโทธนู  ชัยนุกูลศิลา,ปริญญาโท,ชาย,61-70 ปี,ข้าราชการบำนาญ
12,รักษ์สันติ,10,พลเรือเอกพีรสรรพ์  วัชรมูล,ปริญญาตรี,ชาย,61-70 ปี,ข้าราชการบำนาญ
12,รักษ์สันติ,11,พลตำรวจตรีสมชาติ  สว่างเนตร,ปริญญาเอก,ชาย,51-60 ปี,ข้าราชการประจำ
12,รักษ์สันติ,12,พลตำรวจตรีโชคชัย  ดีประเสริฐวิทย์,ปริญญาโท,ชาย,61-70 ปี,ข้าราชการบำนาญ
12,รักษ์สันติ,13,พลตำรวจโทอัศวิน  ณรงค์พันธ์,ปริญญาโท,ชาย,61-70 ปี,ข้าราชการบำนาญ
12,รักษ์สันติ,14,พันตำรวจเอกพิรุณ  สิงห์ทิพย์พันธุ์,ปริญญาโท,ชาย,61-70 ปี,ข้าราชการบำนาญ
12,รักษ์สันติ,15,นายพิสันต์  จินตนาภักดี,ปริญญาตรี,ชาย,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
12,รักษ์สันติ,16,นางมาณี  ไชยธีรานุวัฒศิริ,ปริญญาเอก,หญิง,61-70 ปี,อาชีพอิสระ / รับจ้าง
12,รักษ์สันติ,17,นายอภิชาติ  จิรัฐติยางกูร,ปริญญาเอก,ชาย,61-70 ปี,ข้าราชการบำนาญ
12,รักษ์สันติ,18,หม่อมราชวงศ์บวรฉัตร  ฉัตรชัย,ปริญญาโท,ชาย,51-60 ปี,นักกฎหมาย
12,รักษ์สันติ,19,พลเรือโทสุธี  เมนะโพธิ,ปริญญาตรี,ชาย,61-70 ปี,ข้าราชการบำนาญ
12,รักษ์สันติ,20,นายประภัทร์  ศรลัมพ์,ปริญญาตรี,ชาย,61-70 ปี,วิชาชีพอิสระ
12,รักษ์สันติ,21,นายจักรพันธ์  นาคลดา,ปริญญาโท,ชาย,41-50 ปี,นักวิชาการ / ครู / อาจารย์
12,รักษ์สันติ,22,นายโกวิทย์  วัฒนกุล,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,อาชีพอิสระ / รับจ้าง
12,รักษ์สันติ,23,พลโทชุมพร  วิเชียร,ปริญญาตรี,ชาย,61-70 ปี,ข้าราชการบำนาญ
12,รักษ์สันติ,24,นายสมพัฒน์  กัลยาวินัย,ปริญญาโท,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
12,รักษ์สันติ,25,นายอัศวิน  เนตรโพธิ์แก้ว,ปริญญาเอก,ชาย,41-50 ปี,นักวิชาการ / ครู / อาจารย์
12,รักษ์สันติ,26,นายชัยพร  ธนถาวรลาภ,ปริญญาเอก,ชาย,61-70 ปี,นักวิชาการ / ครู / อาจารย์
12,รักษ์สันติ,27,นายรชต  กฤตธรรมวรรณ,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
12,รักษ์สันติ,28,นายชูชัย  ทองขาว,ปริญญาตรี,ชาย,51-60 ปี,เกษตรกร
12,รักษ์สันติ,29,นางลาวัณย์  ตันติกุลพงศ์,ปริญญาโท,หญิง,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
12,รักษ์สันติ,30,นายธีระวัฒน์  พอใจ,ปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,ธุรกิจส่วนตัว / ค้าขาย
12,รักษ์สันติ,31,นายรัชพล  คชชารุ่งโรจน์,ปริญญาเอก,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
12,รักษ์สันติ,32,นายพิทักษ์  ศิลป์ประสิทธิ์,ปริญญาโท,ชาย,61-70 ปี,รัฐวิสาหกิจ
12,รักษ์สันติ,33,นายยงยุทธ  แสงทองไพบูลย์,ปริญญาโท,ชาย,51-60 ปี,ที่ปรึกษา
12,รักษ์สันติ,34,นางถนอมศรี  ปรารถนาดี,ปริญญาโท,หญิง,61-70 ปี,ข้าราชการบำนาญ
12,รักษ์สันติ,35,นาวาอากาศเอกอัคร์วินต์  วรรณะศิลปิน,ปริญญาตรี,ชาย,51-60 ปี,ข้าราชการประจำ
12,รักษ์สันติ,36,พันตำรวจโทขวัญชัย  ชัยเวช,ปริญญาโท,ชาย,51-60 ปี,ข้าราชการประจำ
12,รักษ์สันติ,37,พลตรีหญิงพูลศรี  เปาวรัตน์,ปริญญาโท,หญิง,61-70 ปี,ข้าราชการบำนาญ
12,รักษ์สันติ,38,นางสาวศลาฆนันท์  ปัณฑาทรัพย์กุล,ปริญญาโท,หญิง,ต่ำกว่าหรือเท่ากับ 30 ปี,ธุรกิจส่วนตัว / ค้าขาย
12,รักษ์สันติ,39,นายศรีรณ  ยำอางค์,ปริญญาโท,ชาย,61-70 ปี,ข้าราชการบำนาญ
12,รักษ์สันติ,40,นายสุรินทร์  รอซซากี,ปริญญาตรี,ชาย,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
12,รักษ์สันติ,41,นายบัณฑิต  แสงเสรีธรรม,ปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
12,รักษ์สันติ,42,นายเสรี  โตสารเดช,ปริญญาโท,ชาย,51-60 ปี,นักวิชาการ / ครู / อาจารย์
12,รักษ์สันติ,43,นายสมศักดิ์  สุขสำราญ,ปริญญาโท,ชาย,41-50 ปี,นักวิชาการ / ครู / อาจารย์
